site_name,Cultural Venue Type,latitude,longitude
Urdang Academy,Dance rehearsal studios,51.5269418,-0.108155534
Urdang 2,Dance rehearsal studios,51.52995272,-0.103042176
Claremont Project Upper Hall,Dance rehearsal studios,51.53250488,-0.108501535
The Peel ,Dance rehearsal studios,51.5253558,-0.106837354
2 Northdown ,Dance rehearsal studios,51.53134606,-0.119204506
London Metropolitan University Graduate Centre,Dance rehearsal studios,51.55147327,-0.110354203
Lift Islington - Platform Theatre,Dance rehearsal studios,51.56142487,-0.115741604
Sadler's Wells Theatre,Dance rehearsal studios,51.52942925,-0.106264614
London Dance Academy,Dance rehearsal studios,51.52555915,-0.096622223
Pleasance,Dance rehearsal studios,51.54876851,-0.121673379
Old Red Lion,Dance rehearsal studios,51.53148185,-0.105847779
Lilian Baylis Studio,Dance rehearsal studios,51.52968382,-0.10587919
Theatre Delicatessen (Guardian House),Dance rehearsal studios,51.52322362,-0.108453861
Bishopgate Institute,Dance rehearsal studios,51.5187111,-0.079250559
"The Pit, Barbican Centre",Dance rehearsal studios,51.51996227,-0.094104542
Hammersmith Campus,Dance rehearsal studios,51.49186609,-0.214005169
Dance Attic,Dance rehearsal studios,51.48115895,-0.199502938
Village Hall Dance Studio,Dance rehearsal studios,51.50574272,-0.224139981
Karen Hardy Dance studios,Dance rehearsal studios,51.4734376,-0.181648775
Bhavan Centre,Dance rehearsal studios,51.4897635,-0.207043433
West London School of Dance,Dance rehearsal studios,51.50548497,-0.223746535
The Chatsworth Studio,Dance rehearsal studios,51.35514001,-0.212172083
Sutton Dance Academy,Dance rehearsal studios,51.37797068,-0.19562163
Wallington High School for Girls in Wallington,Dance rehearsal studios,51.34799637,-0.148836393
Chantry Studios,Dance rehearsal studios,51.39213619,0.034346311
Dance Box Bromley,Dance rehearsal studios,51.40228393,0.016407564
Studio 74,Dance rehearsal studios,51.39012657,0.043384487
Bishop Justus Church of England School,Dance rehearsal studios,51.38245296,0.045098174
Dance Company Studios,Dance rehearsal studios,51.40833629,-0.025341805
Churchill Theatre: Magpie Dance,Dance rehearsal studios,51.403765,0.014474247
Langley Park Centre for the Performing Arts - Bromley Hall,Dance rehearsal studios,51.38893001,-0.01894751
Chelsea Theatre,Dance rehearsal studios,51.48164362,-0.17963759
The Gate Theatre,Dance rehearsal studios,51.50952947,-0.197663819
The Tabernacle,Dance rehearsal studios,51.51696816,-0.201881407
Clarence Mews : Studio Space,Dance rehearsal studios,51.55118481,-0.054803845
Concorde Centre,Dance rehearsal studios,51.55343146,-0.034195035
Dance Research Studio,Dance rehearsal studios,51.53614877,-0.078761295
Hackney Showroom,Dance rehearsal studios,51.5543425,-0.066296162
ISTD Dance Studios,Dance rehearsal studios,51.52324289,-0.084162901
St Barnabas,Dance rehearsal studios,51.55282748,-0.07149557
JazzMAD,Dance rehearsal studios,51.55123011,-0.073337233
Centre 151,Dance rehearsal studios,51.5351763,-0.070746271
For The Core ,Dance rehearsal studios,51.53310619,-0.076380586
American Musical Theatre Academy ,Dance rehearsal studios,51.54417299,-0.024787004
Hackney Empire,Dance rehearsal studios,51.54552162,-0.055477861
Hoxton Hall,Dance rehearsal studios,51.53177145,-0.0799838
Arcola,Dance rehearsal studios,51.54691315,-0.074947347
Studio Wayne McGregor,Dance rehearsal studios,51.54744385,-0.024066959
"The Old Church , Stoke Newington",Dance rehearsal studios,51.56041201,-0.084880748
Foulden Works,Dance rehearsal studios,51.55551305,-0.072391878
Shoreditch Town Hall,Dance rehearsal studios,51.52667619,-0.079102613
Graeae Theatre Company Bradbury Studios,Dance rehearsal studios,51.53279852,-0.076811706
National Circus,Dance rehearsal studios,51.52755809,-0.082550204
Chat's Palace,Dance rehearsal studios,51.55026393,-0.042683326
TripSpace Dance,Dance rehearsal studios,51.53679364,-0.075864571
Courtyard Theatre,Dance rehearsal studios,51.52787925,-0.083377075
The Albany Rehearsal Space,Dance rehearsal studios,51.47770742,-0.024277123
Hither Green Dance Studio,Dance rehearsal studios,51.45187721,-0.007113696
Kemble House,Dance rehearsal studios,51.44193176,-0.046154476
The London Theatre,Dance rehearsal studios,51.47582853,-0.030190591
Twist Class Studios,Dance rehearsal studios,51.43603516,-0.054966835
The Broadway Theatre,Dance rehearsal studios,51.4452943,-0.020380851
Brockley Jack Studio Theatre,Dance rehearsal studios,51.45363918,-0.039076935
Albany Centre and Theatre,Dance rehearsal studios,51.4778771,-0.027409247
Rivoli Ballroom,Dance rehearsal studios,51.45526234,-0.037193751
Diorama Arts Studios,Dance rehearsal studios,51.52618894,-0.139239584
Kentish Town Community Centre,Dance rehearsal studios,51.5485436,-0.132370401
The Meeting Rooms,Dance rehearsal studios,51.51456285,-0.126338658
One KX,Dance rehearsal studios,51.52750115,-0.124509806
Central Saint Martins,Dance rehearsal studios,51.53648107,-0.124270325
Camden Arts Centre,Dance rehearsal studios,51.55125207,-0.183465426
YMCA Club,Dance rehearsal studios,51.51728914,-0.130377827
The O2 Centre,Dance rehearsal studios,51.54794663,-0.181390376
Academy Mews Dance Studios,Dance rehearsal studios,51.53718037,-0.140521526
Colomba Camden,Dance rehearsal studios,51.5395281,-0.147953308
Colomba Holborn ,Dance rehearsal studios,51.51770663,-0.115442558
Dragon Hall ,Dance rehearsal studios,51.5166264,-0.122665013
Westminster Kingsway College Theatre,Dance rehearsal studios,51.52690563,-0.118767654
Etcetera Theatre,Dance rehearsal studios,51.54059409,-0.144275957
Royal Academy of Dramatic Art,Dance rehearsal studios,51.52088928,-0.13226279
Tristan Bates Theatre (TBT),Dance rehearsal studios,51.51336223,-0.128304785
Clean Break,Dance rehearsal studios,51.54692186,-0.140672301
Conway Hall,Dance rehearsal studios,51.51979404,-0.118311294
Dominion Theatre,Dance rehearsal studios,51.51696266,-0.129641703
Cecil Sharp House,Dance rehearsal studios,51.53810212,-0.149337866
RADA Studios,Dance rehearsal studios,51.52066919,-0.13256009
Welsh Centre,Dance rehearsal studios,51.52493328,-0.116902823
Camden People's Theatre,Dance rehearsal studios,51.52640081,-0.138423624
The Place Theatre,Dance rehearsal studios,51.52750935,-0.128401995
Theatro Technis,Dance rehearsal studios,51.53549592,-0.134678304
JW3 (Jewish Community Centre London),Dance rehearsal studios,51.55091289,-0.184791524
Elthorne Park High School,Dance rehearsal studios,51.50062773,-0.330843093
"Innovation Dance Studios, Ealing",Dance rehearsal studios,51.52622881,-0.313832651
West London University,Dance rehearsal studios,51.50656547,-0.304688388
Brentside,Dance rehearsal studios,51.52655631,-0.33995693
Questor's Theatre,Dance rehearsal studios,51.51170889,-0.309656624
bbo Dance,Dance rehearsal studios,51.46505672,-0.183407032
Off The Rails,Dance rehearsal studios,51.46522837,-0.170730754
Price Studios,Dance rehearsal studios,51.46740759,-0.178432859
Royal Academy of Dance,Dance rehearsal studios,51.47430671,-0.17507667
Southside Ballroom,Dance rehearsal studios,51.45656464,-0.191948945
La Unit at Battersea Spanish,Dance rehearsal studios,51.46500578,-0.154802128
Putney Arts Theatre,Dance rehearsal studios,51.46128657,-0.220223039
"Michaelis Theatre, Roehampton University",Dance rehearsal studios,51.45610039,-0.247269507
Newlands Community Hall,Dance rehearsal studios,51.43808068,-0.244376348
Tara Studio,Dance rehearsal studios,51.44217585,-0.188430425
Greenside Community Centre,Dance rehearsal studios,51.52533462,-0.166303379
Paddington Arts,Dance rehearsal studios,51.52306591,-0.200170735
Raindance Rehearsal Studios,Dance rehearsal studios,51.50763226,-0.125372442
Sylvia Young Theatre Group,Dance rehearsal studios,51.517151,-0.162612043
Westminster St Peter's Eaton Square Primary School,Dance rehearsal studios,51.49612109,-0.146861589
Pineapple Dance Studios,Dance rehearsal studios,51.51341947,-0.125131723
The Welsh Chapel,Dance rehearsal studios,51.51294648,-0.129301863
Frame 2 Queens Park ,Dance rehearsal studios,51.5316193,-0.20966624
Frame Victoria ,Dance rehearsal studios,51.49420724,-0.142415676
Frame Fitzrovia ,Dance rehearsal studios,51.5184036,-0.137121112
Soho Theatre,Dance rehearsal studios,51.51450305,-0.132740339
Danceworks,Dance rehearsal studios,51.51318751,-0.152452465
The Saw Swee Hock Centre - Weston Studio,Dance rehearsal studios,51.51463833,-0.117572622
Dance Umbrella - Somerset House,Dance rehearsal studios,51.51102034,-0.117952415
Arts Theatre,Dance rehearsal studios,51.51211816,-0.127548734
Cockpit Theatre,Dance rehearsal studios,51.52449748,-0.169480819
Lyric Theatre,Dance rehearsal studios,51.51127346,-0.133794809
Aldwych Theatre,Dance rehearsal studios,51.51307629,-0.118862085
Trafalgar Studios (previously the Whitehall),Dance rehearsal studios,51.50663365,-0.127615185
Vaudeville Theatre,Dance rehearsal studios,51.51034645,-0.122476552
Her Majesty's Theatre,Dance rehearsal studios,51.50812453,-0.13200693
Leicester Square Theatre,Dance rehearsal studios,51.5113401,-0.130073873
Havering College,Dance rehearsal studios,51.58159506,0.221273338
ACS Dance Centre,Dance rehearsal studios,51.57360449,0.18990651
Innovation Dance Studios Finchley,Dance rehearsal studios,51.61634745,-0.177296442
Studio 45,Dance rehearsal studios,51.62293183,-0.147463783
Arts Depot,Dance rehearsal studios,51.61281644,-0.176699509
Mill Mead Rehearsal Studios,Dance rehearsal studios,51.59190845,-0.056199157
New London Performing Arts Centre,Dance rehearsal studios,51.58814492,-0.139625056
The Annex,Dance rehearsal studios,51.58371267,-0.062495764
The Room,Dance rehearsal studios,51.59279163,-0.065011594
Bernie Grant Arts Centre,Dance rehearsal studios,51.58747503,-0.073075943
Jacksons Lane,Dance rehearsal studios,51.57668107,-0.145404162
Upstairs at the Gatehouse,Dance rehearsal studios,51.5717955,-0.150365124
Isaac Newton Academy,Dance rehearsal studios,51.56180574,0.091602726
Kenneth More Theatre,Dance rehearsal studios,51.55867744,0.075240584
Frances Lundy School of Dance,Dance rehearsal studios,51.49299691,-0.258474617
The Arts Educational London Schools Theatre,Dance rehearsal studios,51.49596064,-0.252411694
Watermans Arts Centre,Dance rehearsal studios,51.48576836,-0.298042371
The Tabard Theatre,Dance rehearsal studios,51.49569249,-0.254641421
SW19 Rehearsal studios,Dance rehearsal studios,51.43756211,-0.190039546
Wimbledon Dance Academy,Dance rehearsal studios,51.42302561,-0.209209793
Ursuline School,Dance rehearsal studios,51.41508498,-0.223383704
New Wimbledon Theatre,Dance rehearsal studios,51.41914644,-0.201365109
Polka Theatre for Children,Dance rehearsal studios,51.41973108,-0.194975806
The Artzone,Dance rehearsal studios,51.62445778,-0.057062169
Chicken Shed,Dance rehearsal studios,51.64443614,-0.145241925
Intimate Theatre,Dance rehearsal studios,51.62419102,-0.10284236
Windmill Studio,Dance rehearsal studios,51.57342523,-0.414128084
Futinity UK,Dance rehearsal studios,51.54855228,-0.482750722
Uxbridge College,Dance rehearsal studios,51.5162788,-0.411430057
"Compass Theatre, Hillingdon",Dance rehearsal studios,51.56218624,-0.440386739
Beck Theatre,Dance rehearsal studios,51.5210498,-0.421800756
Hatstand Circus Rehearsal Space,Dance rehearsal studios,51.50890064,-0.027293526
Oval Space,Dance rehearsal studios,51.53323962,-0.059389598
Cable Street Dance Studios,Dance rehearsal studios,51.51136698,-0.042996736
Club Baltimore,Dance rehearsal studios,51.49685588,-0.015913616
Cardboard Citizens,Dance rehearsal studios,51.51639219,-0.065655375
Haileybury Centre,Dance rehearsal studios,51.51759962,-0.042498799
English National Ballet ,Dance rehearsal studios,51.51193048,0.005091487
Rich Mix,Dance rehearsal studios,51.52435934,-0.073275203
Poplar Union,Dance rehearsal studios,51.51559973,-0.02298261
Wilton's Music Hall,Dance rehearsal studios,51.51061305,-0.066937948
The Space,Dance rehearsal studios,51.49216667,-0.024198973
Chisenhale Dance Space,Dance rehearsal studios,51.53308803,-0.039708154
Oxford House Theatre,Dance rehearsal studios,51.52636805,-0.061484047
Toynbee Studios,Dance rehearsal studios,51.51668037,-0.072230154
Half Moon Young People's Theatre,Dance rehearsal studios,51.51325269,-0.041215197
ONYX Dance Studio,Dance rehearsal studios,51.52635163,-0.063311957
Rambert School Studio Theatre,Dance rehearsal studios,51.46182116,-0.321764604
Richmond Upon Thames College,Dance rehearsal studios,51.45148243,-0.341530616
Kellys Dance Studio,Dance rehearsal studios,51.41315475,-0.312403174
Richmond and Hillcroft Adult Community College,Dance rehearsal studios,51.46437949,-0.30267477
Studio K,Dance rehearsal studios,51.46347521,-0.301706458
Sapphire Studios,Dance rehearsal studios,51.46404348,0.132981338
Capital City Academy ,Dance rehearsal studios,51.53996598,-0.232901653
Patidar House Studios,Dance rehearsal studios,51.55229548,-0.294982599
Tricycle Theatre,Dance rehearsal studios,51.54331474,-0.200005991
Gravity Circus Urban Venue,Dance rehearsal studios,51.57096877,-0.042905956
Higham Hill Hub,Dance rehearsal studios,51.59712882,-0.037580749
Leyden Sixth form College,Dance rehearsal studios,51.57606761,-0.002867702
Pinner Village Hall,Dance rehearsal studios,51.59325663,-0.384014347
Harrow Arts Centre,Dance rehearsal studios,51.60848854,-0.363803161
Candoco Dance Company,Dance rehearsal studios,51.6302468,-0.31023884
"Gitas Portal, M. Mariatu",Fashion and design,51.47619206,-0.026675561
Owen Leather,Fashion and design,51.47862647,-0.020651416
Debbi Little,Fashion and design,51.47862647,-0.020651416
Petershams Millinery Supplies,Fashion and design,51.476615,-0.02189063
Whelan Weaving,Fashion and design,51.47862647,-0.020651416
Olivia Holland,Fashion and design,51.47862647,-0.020651416
Steven Harkin,Fashion and design,51.47862647,-0.020651416
"Fronte, Jiyun Lapthorn ",Fashion and design,51.47862647,-0.020651416
